net,length_um
_06343_,12.58
_06839_,12.58
_08819_,12.58
_09304_,12.58
_10578_,12.58
cpuregs\[8\]\[3\],12.58
decoded_rd\[2\],12.58
_14190_,12.57
_03256_,12.56
_07046_,12.56
_11603_,12.56
_06748_,12.55
_02214_,12.54
_03463_,12.54
_03610_,12.54
_03664_,12.54
_03689_,12.54
_04542_,12.54
cpuregs\[3\]\[4\],12.54
_04599_,12.52
_06586_,12.52
_08226_,12.52
_10469_,12.52
_11581_,12.52
_13681_,12.52
cpuregs\[11\]\[21\],12.52
_02312_,12.5
_02859_,12.5
_02908_,12.5
_10768_,12.5
_13875_,12.5
_14051_,12.5
_14231_,12.5
cpuregs\[10\]\[1\],12.5
cpuregs\[8\]\[23\],12.5
_03483_,12.48
_04019_,12.48
_04074_,12.48
_06379_,12.48
_08329_,12.48
_11750_,12.48
cpuregs\[4\]\[2\],12.48
cpuregs\[6\]\[31\],12.48
_03969_,12.46
_10724_,12.46
_13340_,12.46
_13509_,12.46
cpuregs\[10\]\[7\],12.46
instr_xori,12.46
mem_rdata[0],12.46
_02954_,12.44
_10841_,12.44
cpuregs\[19\]\[16\],12.44
_02269_,12.42
_02793_,12.42
_03511_,12.42
_03641_,12.42
_04494_,12.42
_06666_,12.42
_11321_,12.42
_12566_,12.42
_12858_,12.42
_14462_,12.42
cpuregs\[13\]\[6\],12.42
reg_out\[17\],12.42
clknet_leaf_217_clk,12.42
_11746_,12.41
_01852_,12.4
_06690_,12.4
_06785_,12.4
_11798_,12.4
_13496_,12.4
cpuregs\[11\]\[25\],12.4
_02589_,12.39
_14367_,12.39
_01577_,12.38
_02428_,12.38
_12424_,12.38
_13516_,12.38
_13631_,12.38
_14371_,12.37
_04843_,12.365
_03875_,12.36
_13706_,12.36
_09188_,12.34
_10456_,12.34
_13931_,12.34
_14545_,12.34
_11744_,12.32
_03030_,12.305
_01531_,12.3
_03979_,12.3
_04516_,12.3
_11972_,12.3
_14370_,12.3
cpuregs\[4\]\[14\],12.3
_11454_,12.29
_03923_,12.28
_06571_,12.28
_06645_,12.28
_06937_,12.28
_09351_,12.28
_14082_,12.28
_08500_,12.27
_02442_,12.26
_03086_,12.26
_03169_,12.26
_03908_,12.26
_12037_,12.26
_14466_,12.26
cpuregs\[7\]\[12\],12.26
eoi[12],12.26
eoi[15],12.26
eoi[26],12.26
eoi[27],12.26
eoi[30],12.26
eoi[9],12.26
genblk1.pcpi_mul.rs2\[25\],12.26
net466,12.26
_00063_,12.245
_07032_,12.24
_08514_,12.24
_08821_,12.24
cpuregs\[5\]\[3\],12.24
_03842_,12.23
_02059_,12.22
_10796_,12.22
_11751_,12.22
_13787_,12.22
_00932_,12.205
_01984_,12.2
_03854_,12.2
_06497_,12.2
_11336_,12.2
cpuregs\[11\]\[10\],12.2
_02801_,12.18
_04292_,12.18
_07659_,12.18
_09752_,12.18
cpuregs\[2\]\[6\],12.18
_04582_,12.16
_06132_,12.16
_07113_,12.16
_07966_,12.16
_09542_,12.16
_10177_,12.16
_13202_,12.16
_13968_,12.16
cpuregs\[2\]\[28\],12.16
irq[23],12.16
irq[24],12.16
irq[2],12.16
_03344_,12.14
_06679_,12.14
_11185_,12.14
_11393_,12.14
_12452_,12.14
_07446_,12.135
_04631_,12.13
_02772_,12.12
_14227_,12.12
cpuregs\[17\]\[15\],12.12
cpuregs\[5\]\[31\],12.12
_03486_,12.1
_04207_,12.1
_06627_,12.1
_07074_,12.1
_14289_,12.1
instr_rdinstr,12.1
net394,12.09
_07471_,12.085
_01611_,12.08
_02685_,12.08
_03459_,12.08
_03859_,12.08
_06876_,12.08
_07614_,12.08
_08816_,12.08
_09436_,12.08
_11367_,12.08
_11525_,12.08
_12842_,12.08
_13862_,12.08
_02004_,12.06
_03473_,12.06
_07314_,12.06
_08390_,12.06
_10567_,12.06
_11467_,12.06
_12780_,12.06
_03251_,12.055
_01751_,12.04
_03687_,12.04
_04330_,12.04
_09276_,12.04
_10346_,12.04
_10677_,12.04
_10687_,12.04
_11365_,12.04
_11738_,12.04
_12092_,12.04
_12894_,12.04
_14188_,12.04
_14270_,12.04
_14366_,12.04
cpuregs\[5\]\[24\],12.04
_02953_,12.02
_04371_,12.02
_10681_,12.02
_11721_,12.02
_13051_,12.02
_01235_,12.005
_01719_,12
_02936_,12
cpuregs\[1\]\[20\],12
_00152_,11.985
_01456_,11.985
_02373_,11.98
_11835_,11.98
cpuregs\[18\]\[14\],11.98
_01851_,11.96
_02051_,11.96
_02455_,11.96
_03890_,11.96
_06294_,11.96
_12109_,11.96
_12951_,11.96
_13523_,11.96
_14534_,11.96
_00873_,11.945
_01277_,11.945
_01637_,11.94
_04054_,11.94
_04619_,11.94
_06745_,11.94
_02558_,11.92
_03291_,11.92
_04439_,11.92
_04519_,11.92
_05230_,11.92
_07196_,11.92
_11052_,11.92
_11527_,11.92
_13772_,11.92
_13928_,11.92
_14164_,11.92
_01599_,11.91
_04831_,11.9
_09209_,11.9
_12126_,11.9
_01854_,11.88
_08197_,11.88
_11580_,11.88
_12177_,11.88
_13440_,11.88
cpuregs\[0\]\[20\],11.88
cpuregs\[12\]\[12\],11.88
cpuregs\[17\]\[19\],11.88
_00730_,11.875
_08220_,11.86
_12352_,11.86
_12400_,11.86
_10899_,11.84
_12063_,11.84
_13391_,11.84
_13437_,11.84
_13524_,11.84
_13593_,11.84
_14107_,11.84
_14474_,11.84
alu_shl\[15\],11.84
cpuregs\[5\]\[16\],11.84
_10014_,11.825
_02491_,11.82
_07879_,11.82
_08786_,11.82
_09870_,11.82
_10473_,11.82
_11791_,11.82
decoded_rd\[3\],11.82
_02330_,11.8
_03584_,11.8
_04192_,11.8
_08611_,11.8
_11334_,11.8
_11596_,11.8
_14276_,11.8
instr_add,11.8
net403,11.79
_03100_,11.78
_03207_,11.78
_04121_,11.78
_06867_,11.78
_09345_,11.78
_11642_,11.78
_13581_,11.78
_14204_,11.78
cpuregs\[13\]\[5\],11.78
cpuregs\[17\]\[5\],11.78
cpuregs\[7\]\[0\],11.78
_03388_,11.76
_12165_,11.76
_13107_,11.76
_13114_,11.76
_01710_,11.74
_01879_,11.74
_03340_,11.74
_06444_,11.74
_10557_,11.74
_10580_,11.74
cpuregs\[3\]\[2\],11.74
_01702_,11.735
_02471_,11.72
_02752_,11.72
_10022_,11.72
cpuregs\[1\]\[11\],11.72
cpuregs\[6\]\[1\],11.72
_00924_,11.705
_01701_,11.7
_02510_,11.7
_03560_,11.7
_03789_,11.7
_03981_,11.7
_06668_,11.7
_07631_,11.7
_08171_,11.7
_08974_,11.7
_12017_,11.7
_12407_,11.7
_13023_,11.7
_13412_,11.7
_13924_,11.7
cpuregs\[14\]\[21\],11.7
cpuregs\[15\]\[6\],11.7
cpuregs\[6\]\[17\],11.7
pcpi_insn[9],11.7
_00898_,11.685
_03117_,11.68
_03320_,11.68
_04548_,11.68
_05742_,11.68
_07299_,11.68
_11375_,11.68
_12050_,11.68
cpuregs\[15\]\[15\],11.68
_01158_,11.665
_04057_,11.66
_04378_,11.66
_10936_,11.66
_12921_,11.66
_13563_,11.66
cpuregs\[1\]\[31\],11.66
_07788_,11.64
_12103_,11.64
_00105_,11.625
_01857_,11.62
_03829_,11.62
_03830_,11.62
_10982_,11.62
_11339_,11.62
_13252_,11.62
_13314_,11.62
_14489_,11.62
_01732_,11.6
_02182_,11.6
_03998_,11.6
_05090_,11.6
_10938_,11.6
_11094_,11.6
_14265_,11.6
_14526_,11.6
cpuregs\[10\]\[16\],11.6
_14546_,11.59
_01532_,11.58
_01605_,11.58
_04069_,11.58
_04572_,11.58
_06067_,11.58
_06813_,11.58
_10561_,11.58
_11638_,11.58
_13007_,11.58
cpuregs\[7\]\[25\],11.58
cpuregs\[9\]\[23\],11.58
instr_lbu,11.58
pcpi_timeout_counter\[3\],11.58
net416,11.58
_03419_,11.56
_04249_,11.56
_06363_,11.56
_06675_,11.56
_06713_,11.56
_08988_,11.56
_09221_,11.56
_12468_,11.56
_12633_,11.56
_12832_,11.56
cpuregs\[4\]\[26\],11.56
cpuregs\[7\]\[6\],11.56
cpuregs\[9\]\[30\],11.56
_01921_,11.54
_04343_,11.54
_04776_,11.54
_06520_,11.54
_13104_,11.54
_14137_,11.54
_01742_,11.52
_12186_,11.52
latched_branch,11.52
_01507_,11.5
_02719_,11.5
_03536_,11.5
_04269_,11.5
_09869_,11.5
_13907_,11.5
cpuregs\[2\]\[25\],11.5
_06148_,11.48
_13464_,11.48
cpuregs\[17\]\[30\],11.48
_03692_,11.46
_03723_,11.46
_03968_,11.46
_04232_,11.46
_04531_,11.46
_08195_,11.46
_09021_,11.46
_11694_,11.46
_12038_,11.46
_12684_,11.46
_13517_,11.46
_14198_,11.46
_01149_,11.455
_14617_,11.455
_03227_,11.44
_10857_,11.44
_02572_,11.42
_07551_,11.42
_11073_,11.42
_14253_,11.42
_14550_,11.42
cpu_state\[2\],11.42
cpuregs\[0\]\[22\],11.42
_03635_,11.415
_04883_,11.4
_06494_,11.4
_07300_,11.4
_14141_,11.39
_00711_,11.385
_01522_,11.38
_02115_,11.38
_03572_,11.38
_03803_,11.38
_03917_,11.38
_06715_,11.38
_06866_,11.38
_13116_,11.38
_13142_,11.38
_13649_,11.38
_14116_,11.38
cpuregs\[7\]\[16\],11.38
net237,11.38
_10923_,11.37
_04075_,11.36
_04578_,11.36
_07195_,11.36
_09682_,11.36
_09941_,11.36
cpuregs\[0\]\[28\],11.36
_07121_,11.355
_03360_,11.34
_03391_,11.34
_06374_,11.34
_06567_,11.34
_11406_,11.34
_11461_,11.34
_12294_,11.34
_13073_,11.34
eoi[1],11.34
eoi[28],11.34
eoi[8],11.34
mem_la_read,11.34
_01563_,11.32
_03369_,11.32
_04147_,11.32
_04478_,11.32
_04638_,11.32
_05401_,11.32
_06252_,11.32
_06682_,11.32
_11020_,11.32
_14139_,11.32
_14471_,11.32
decoded_imm\[1\],11.32
_07080_,11.31
_02097_,11.3
_02863_,11.3
_04652_,11.3
_07582_,11.3
_11851_,11.3
_12100_,11.3
_12814_,11.3
_02235_,11.28
_07178_,11.28
_07204_,11.28
_09770_,11.28
_10888_,11.28
_10930_,11.28
_11229_,11.28
_13271_,11.28
_13433_,11.28
_14022_,11.28
cpu_state\[4\],11.28
cpuregs\[3\]\[28\],11.28
cpuregs\[9\]\[12\],11.28
_03661_,11.26
_03962_,11.26
_04545_,11.26
_05419_,11.26
_09613_,11.26
_11407_,11.26
_12610_,11.26
_12968_,11.26
_14044_,11.26
_07283_,11.255
_02873_,11.24
_02983_,11.24
_03671_,11.24
_04309_,11.24
_06224_,11.24
_06842_,11.24
_08796_,11.24
_11764_,11.24
_12511_,11.24
_13193_,11.24
_13206_,11.24
_13260_,11.24
_14408_,11.24
_14559_,11.24
cpuregs\[12\]\[6\],11.24
cpuregs\[13\]\[15\],11.24
cpuregs\[3\]\[26\],11.24
_02341_,11.23
_02901_,11.22
_03504_,11.22
_04144_,11.22
_04556_,11.22
_04636_,11.22
_09155_,11.22
_12708_,11.22
_13780_,11.22
_02231_,11.21
_03846_,11.2
_04235_,11.2
_07554_,11.2
_10678_,11.2
_13164_,11.2
_13984_,11.2
_14261_,11.2
cpuregs\[10\]\[3\],11.2
cpuregs\[12\]\[9\],11.2
cpuregs\[14\]\[7\],11.2
cpuregs\[6\]\[27\],11.2
cpuregs\[9\]\[14\],11.2
reg_out\[12\],11.2
_02621_,11.18
_03869_,11.18
_11210_,11.18
_11359_,11.18
_01542_,11.16
_01744_,11.16
_01831_,11.16
_02027_,11.16
_02418_,11.16
_03084_,11.16
_11255_,11.16
_11366_,11.16
_11884_,11.16
_11996_,11.16
_12140_,11.16
_12658_,11.16
_13335_,11.16
_14031_,11.16
_14250_,11.16
_04476_,11.14
_04506_,11.14
_07306_,11.14
_12196_,11.14
_14054_,11.14
_14073_,11.14
_14413_,11.14
alu_add_sub\[23\],11.14
count_cycle\[44\],11.14
cpuregs\[1\]\[12\],11.14
net245,11.14
net354,11.14
_02525_,11.12
_02723_,11.12
_03668_,11.12
_03994_,11.12
_04719_,11.12
_08602_,11.12
_09171_,11.12
_10363_,11.12
_12529_,11.12
_14078_,11.12
_14412_,11.12
cpuregs\[13\]\[3\],11.12
_11532_,11.1
_01338_,11.085
_02265_,11.08
_11384_,11.08
_12660_,11.08
_13671_,11.08
_01629_,11.06
_03373_,11.06
_04349_,11.06
_12164_,11.06
cpuregs\[10\]\[25\],11.06
cpuregs\[11\]\[1\],11.06
cpuregs\[5\]\[7\],11.06
cpuregs\[9\]\[7\],11.06
genblk1.pcpi_mul.rd\[33\],11.06
_06759_,11.05
_01814_,11.04
_03457_,11.04
_03817_,11.04
_07923_,11.04
_09309_,11.04
_10870_,11.04
_11505_,11.04
_13709_,11.04
_14275_,11.04
_10424_,11.02
_10530_,11.02
_11754_,11.02
cpuregs\[11\]\[0\],11.02
cpuregs\[14\]\[4\],11.02
cpuregs\[9\]\[5\],11.02
_03040_,11
_03218_,11
_03462_,11
_07983_,11
_11232_,11
_13024_,11
_14187_,11
cpuregs\[13\]\[25\],11
cpuregs\[1\]\[28\],11
_01165_,10.995
_11090_,10.99
_03228_,10.98
_11162_,10.98
_11575_,10.98
cpuregs\[5\]\[20\],10.98
_00256_,10.965
_01072_,10.965
_01703_,10.96
_06192_,10.96
_06757_,10.96
_10984_,10.96
_11622_,10.96
_11724_,10.96
_13160_,10.96
_14028_,10.96
_04627_,10.94
_04732_,10.93
_01099_,10.925
_03559_,10.92
_04248_,10.92
_04328_,10.92
_08213_,10.92
_09321_,10.92
_10243_,10.92
_14163_,10.92
_02754_,10.9
_03568_,10.9
_06638_,10.9
_06698_,10.9
_09917_,10.9
_11840_,10.9
_03555_,10.88
_12451_,10.88
_12892_,10.88
count_instr\[21\],10.88
cpuregs\[18\]\[30\],10.88
cpuregs\[2\]\[5\],10.88
cpuregs\[6\]\[16\],10.88
_01906_,10.86
_02339_,10.86
_04537_,10.86
_10523_,10.86
_10816_,10.86
_11248_,10.86
_11533_,10.86
_11539_,10.86
_12138_,10.86
_14378_,10.86
_00069_,10.845
_02192_,10.84
_03142_,10.84
_07002_,10.84
_10573_,10.84
_10798_,10.84
_08577_,10.835
_01575_,10.82
_02560_,10.82
_02753_,10.82
_03156_,10.82
_08353_,10.82
_09189_,10.82
_13436_,10.82
_02578_,10.8
_03626_,10.8
_04284_,10.8
_06869_,10.8
_08746_,10.8
_10750_,10.8
_12004_,10.8
_12262_,10.8
_14591_,10.8
_00934_,10.785
_01977_,10.78
_02496_,10.78
_03337_,10.78
_04181_,10.78
_07277_,10.78
_09637_,10.78
_12223_,10.78
cpuregs\[12\]\[16\],10.78
irq[27],10.78
net395,10.78
_02743_,10.76
_02762_,10.76
_12315_,10.76
_13018_,10.76
_01118_,10.755
_05252_,10.75
_12402_,10.75
_01075_,10.745
alu_out\[6\],10.745
_01745_,10.74
_02940_,10.74
_04088_,10.74
_07909_,10.74
_09167_,10.74
_10896_,10.74
_11450_,10.74
_14455_,10.74
cpuregs\[0\]\[27\],10.74
cpuregs\[10\]\[31\],10.74
cpuregs\[7\]\[7\],10.74
net347,10.74
_04573_,10.72
_04583_,10.72
_08033_,10.72
_09674_,10.72
_13847_,10.72
cpuregs\[17\]\[23\],10.72
decoded_rd\[0\],10.72
_01116_,10.705
_01871_,10.7
_02348_,10.7
_03447_,10.7
_03598_,10.7
_03768_,10.7
_07067_,10.7
_11427_,10.7
_11814_,10.7
_12657_,10.7
_13341_,10.7
_13398_,10.7
_13634_,10.7
_14128_,10.7
alu_shl\[16\],10.7
cpuregs\[4\]\[27\],10.7
cpuregs\[4\]\[3\],10.7
_10159_,10.69
_01561_,10.68
_02130_,10.68
_02993_,10.68
_07082_,10.68
_09945_,10.68
cpuregs\[7\]\[14\],10.68
net336,10.68
_02055_,10.66
_03636_,10.66
_03790_,10.66
_04290_,10.66
_06817_,10.66
_08254_,10.66
_10126_,10.66
_10169_,10.66
_10510_,10.66
_10552_,10.66
_10927_,10.66
_11683_,10.66
_11994_,10.66
_12744_,10.66
_13040_,10.66
_14027_,10.66
cpuregs\[7\]\[28\],10.66
_00040_,10.655
_00050_,10.64
_03140_,10.64
_09513_,10.64
_11888_,10.64
_03079_,10.62
_11991_,10.62
_13075_,10.62
cpuregs\[10\]\[27\],10.62
cpuregs\[16\]\[31\],10.62
_02282_,10.6
cpuregs\[11\]\[28\],10.6
_02444_,10.58
_04086_,10.58
_04575_,10.58
_07343_,10.58
_08476_,10.58
_09225_,10.58
cpuregs\[6\]\[11\],10.58
_02008_,10.575
_04342_,10.575
_09145_,10.56
_10300_,10.56
_11460_,10.56
_11691_,10.56
cpuregs\[1\]\[5\],10.56
cpuregs\[7\]\[18\],10.56
_05237_,10.55
_01517_,10.54
_02297_,10.54
_03477_,10.54
_03632_,10.54
_04184_,10.54
_04245_,10.54
_13212_,10.54
_13700_,10.54
cpuregs\[11\]\[9\],10.54
_14633_,10.535
_02890_,10.52
_10920_,10.52
_11494_,10.52
_12505_,10.52
_00022_,10.505
_00909_,10.505
_01553_,10.5
_01683_,10.5
_03098_,10.5
_03724_,10.5
_03991_,10.5
_04720_,10.5
_10513_,10.5
_12205_,10.5
_12303_,10.5
_13022_,10.5
_13322_,10.5
_00897_,10.485
_10023_,10.48
_12141_,10.48
_14386_,10.48
_09354_,10.475
_01856_,10.46
_03263_,10.46
_04618_,10.46
_05254_,10.46
_10463_,10.46
_10604_,10.46
_11963_,10.46
_12431_,10.46
_12114_,10.455
_03566_,10.44
_03933_,10.44
_06190_,10.44
_06857_,10.44
_09736_,10.44
_12864_,10.44
cpuregs\[15\]\[30\],10.44
net426,10.425
_02345_,10.42
_03299_,10.42
_03557_,10.42
_04025_,10.42
_11986_,10.42
_14036_,10.42
count_instr\[61\],10.42
cpuregs\[10\]\[20\],10.42
cpuregs\[2\]\[22\],10.42
pcpi_insn[15],10.42
_01842_,10.4
_03215_,10.4
_04016_,10.4
_06835_,10.4
_09874_,10.4
_10950_,10.4
_12429_,10.4
_13384_,10.4
_13633_,10.4
cpuregs\[15\]\[5\],10.4
cpuregs\[17\]\[18\],10.4
net365,10.4
_03734_,10.38
_04616_,10.38
_08889_,10.38
_09306_,10.38
_12615_,10.38
cpuregs\[0\]\[23\],10.38
_01688_,10.36
_01979_,10.36
_03756_,10.36
_03897_,10.36
_06652_,10.36
_10551_,10.36
_12015_,10.36
_13708_,10.36
cpuregs\[13\]\[18\],10.36
decoded_imm\[12\],10.36
_02755_,10.34
_06228_,10.34
_11327_,10.34
_11695_,10.34
_14063_,10.34
cpuregs\[18\]\[5\],10.34
cpuregs\[5\]\[29\],10.34
net419,10.34
_00899_,10.325
_01665_,10.32
_02815_,10.32
_02879_,10.32
_03385_,10.32
_04481_,10.32
_07342_,10.32
_08784_,10.32
_09493_,10.32
_09995_,10.32
_10416_,10.32
_10789_,10.32
_12371_,10.32
_13747_,10.32
_14075_,10.32
_14178_,10.32
alu_add_sub\[22\],10.32
cpuregs\[0\]\[14\],10.32
cpuregs\[19\]\[15\],10.32
irq[0],10.32
irq[11],10.32
irq[15],10.32
irq[18],10.32
irq[19],10.32
irq[1],10.32
irq[21],10.32
irq[22],10.32
irq[28],10.32
irq[29],10.32
irq[30],10.32
irq[5],10.32
irq[7],10.32
irq[9],10.32
mem_rdata[8],10.32
_01645_,10.3
_02579_,10.3
_02893_,10.3
_03524_,10.3
_03544_,10.3
_06459_,10.3
_12491_,10.3
_13083_,10.3
_14404_,10.3
_03777_,10.28
_03883_,10.28
_04398_,10.28
_08492_,10.28
_09474_,10.28
_11523_,10.28
_11914_,10.28
_12335_,10.28
cpuregs\[11\]\[14\],10.28
cpuregs\[11\]\[30\],10.28
cpuregs\[19\]\[12\],10.28
cpuregs\[2\]\[26\],10.28
cpuregs\[6\]\[3\],10.28
cpuregs\[8\]\[14\],10.28
_01935_,10.26
_06782_,10.26
_09911_,10.26
_10727_,10.26
_11607_,10.26
_13027_,10.26
_01898_,10.24
_03587_,10.24
_03673_,10.24
_09226_,10.24
_10691_,10.24
_11290_,10.24
_12806_,10.24
_13144_,10.24
_13194_,10.24
_14034_,10.24
_09135_,10.22
_14237_,10.22
genblk1.pcpi_mul.rd\[11\],10.22
_01089_,10.2
_05119_,10.2
_06369_,10.2
_07272_,10.2
_07621_,10.2
_10402_,10.2
_11329_,10.2
_12045_,10.2
_12676_,10.2
_13759_,10.2
_13991_,10.2
_14094_,10.2
_14246_,10.2
cpuregs\[1\]\[15\],10.2
eoi[0],10.2
trap,10.2
_02585_,10.18
_03217_,10.18
_03715_,10.18
_04358_,10.18
_04589_,10.18
_11303_,10.18
_13909_,10.18
_13978_,10.18
_03222_,10.16
_10518_,10.16
_13926_,10.16
_14428_,10.16
cpuregs\[3\]\[16\],10.16
reg_out\[11\],10.16
_02190_,10.15
_08439_,10.14
_10032_,10.14
cpuregs\[3\]\[25\],10.14
cpuregs\[7\]\[15\],10.14
cpuregs\[7\]\[2\],10.14
_03660_,10.12
_06133_,10.12
_06276_,10.12
_09877_,10.12
_12813_,10.12
_13303_,10.12
_14293_,10.12
_01975_,10.1
_05970_,10.1
_08852_,10.1
_09620_,10.1
_09912_,10.1
_12960_,10.1
_13510_,10.1
cpuregs\[12\]\[1\],10.1
cpuregs\[9\]\[20\],10.1
_02350_,10.08
_02818_,10.08
_04224_,10.08
_04314_,10.08
_06551_,10.08
_09102_,10.08
_11817_,10.08
_12204_,10.08
_13434_,10.08
cpuregs\[3\]\[14\],10.08
_11648_,10.075
_06663_,10.07
_01128_,10.065
_10309_,10.06
_11517_,10.06
_02889_,10.04
_04824_,10.04
_07247_,10.04
_10765_,10.04
_14427_,10.04
count_cycle\[27\],10.04
cpuregs\[0\]\[17\],10.04
cpuregs\[10\]\[23\],10.04
_00296_,10.035
_01036_,10.025
_01160_,10.025
_06281_,10.02
cpuregs\[1\]\[18\],10.02
_02569_,10
_03581_,10
_03885_,10
_04635_,10
_04663_,10
_06528_,10
_06641_,10
_09039_,10
_12336_,10
_12454_,10
_01904_,9.98
_09936_,9.98
_13186_,9.98
_13629_,9.98
_04026_,9.96
_04620_,9.96
_06822_,9.96
_08720_,9.96
_10827_,9.96
_13812_,9.96
_13975_,9.96
cpuregs\[10\]\[11\],9.96
_03778_,9.94
_04162_,9.94
_04296_,9.94
_04649_,9.94
_12736_,9.94
cpuregs\[13\]\[30\],9.94
cpuregs\[15\]\[13\],9.94
cpuregs\[5\]\[28\],9.94
genblk1.pcpi_mul.rs2\[23\],9.94
net427,9.94
_00003_,9.925
_08529_,9.915
_00699_,9.905
_01658_,9.9
_01890_,9.9
_02050_,9.9
_02143_,9.9
_02307_,9.9
_02888_,9.9
_06847_,9.9
_09434_,9.9
_09537_,9.9
_11183_,9.9
_11224_,9.9
_13988_,9.9
cpuregs\[7\]\[29\],9.9
_00636_,9.895
_02690_,9.88
_04276_,9.88
_04523_,9.88
_05923_,9.88
_07904_,9.88
_10238_,9.88
_12620_,9.88
_13331_,9.88
cpuregs\[9\]\[26\],9.88
_01697_,9.87
_01592_,9.86
_01791_,9.86
_03272_,9.86
_03500_,9.86
_04200_,9.86
_04231_,9.86
_04550_,9.86
_07519_,9.86
_08200_,9.86
_08929_,9.86
_10526_,9.86
_12741_,9.86
_13822_,9.86
cpuregs\[6\]\[9\],9.86
mem_rdata[11],9.86
mem_rdata[14],9.86
mem_rdata[16],9.86
mem_rdata[17],9.86
mem_rdata[18],9.86
mem_rdata[1],9.86
mem_rdata[23],9.86
mem_rdata[28],9.86
mem_rdata[2],9.86
mem_rdata[31],9.86
mem_rdata[3],9.86
mem_rdata[4],9.86
mem_rdata[5],9.86
mem_rdata[6],9.86
mem_rdata[7],9.86
mem_rdata[9],9.86
_01670_,9.845
_02021_,9.84
_04901_,9.84
_06676_,9.84
_12091_,9.84
_12621_,9.84
cpuregs\[7\]\[1\],9.84
_07465_,9.835
_13309_,9.83
_00051_,9.825
_00016_,9.82
_01699_,9.82
_02591_,9.82
_05664_,9.82
_10230_,9.82
_10902_,9.82
_11743_,9.82
_11857_,9.82
_12353_,9.82
_12456_,9.82
_12823_,9.82
_12904_,9.82
_12922_,9.82
cpuregs\[0\]\[15\],9.82
cpuregs\[14\]\[20\],9.82
cpuregs\[16\]\[25\],9.82
cpuregs\[17\]\[8\],9.82
net337,9.82
_03990_,9.8
_05267_,9.8
_07556_,9.8
_08162_,9.8
_12115_,9.8
_01215_,9.785
_02557_,9.78
_02618_,9.78
_02642_,9.78
_03578_,9.78
_10525_,9.78
_11886_,9.78
_13342_,9.78
_14381_,9.78
_14426_,9.78
_14507_,9.78
_14557_,9.78
cpuregs\[14\]\[10\],9.78
cpuregs\[2\]\[11\],9.78
_00058_,9.76
_02057_,9.76
_02722_,9.76
_03130_,9.76
_03653_,9.76
_04093_,9.76
_04157_,9.76
_06803_,9.76
_09344_,9.76
_12989_,9.76
_14416_,9.76
cpuregs\[17\]\[4\],9.76
_07460_,9.75
_01746_,9.74
_03509_,9.74
_03615_,9.74
_06471_,9.74
_06559_,9.74
_11870_,9.74
_11993_,9.74
_12594_,9.74
_12681_,9.74
_13162_,9.74
_14196_,9.74
cpuregs\[16\]\[30\],9.74
mem_wdata[0],9.74
_06354_,9.72
_08794_,9.72
_10872_,9.72
_10972_,9.72
_13291_,9.72
_13460_,9.72
cpuregs\[3\]\[13\],9.72
_01686_,9.7
_01796_,9.7
_03002_,9.7
_06664_,9.7
_07092_,9.7
_10712_,9.7
_10889_,9.7
_12393_,9.7
_12648_,9.7
_00470_,9.685
_00065_,9.68
_00112_,9.68
_01033_,9.68
cpuregs\[0\]\[6\],9.68
cpuregs\[14\]\[26\],9.68
cpuregs\[17\]\[13\],9.68
cpuregs\[7\]\[24\],9.68
_01567_,9.66
_02271_,9.66
_03780_,9.66
_03904_,9.66
_10323_,9.66
_13922_,9.66
_03540_,9.64
_04275_,9.64
_14277_,9.64
_01541_,9.62
_02666_,9.62
_04546_,9.62
_04751_,9.62
_08575_,9.62
_11021_,9.62
_12590_,9.62
_13078_,9.62
_13511_,9.62
_02280_,9.6
_09077_,9.6
_10683_,9.6
_12291_,9.6
_12392_,9.6
_13623_,9.6
_13733_,9.6
_14195_,9.6
_00892_,9.585
_01736_,9.58
_03166_,9.58
_03542_,9.58
_04463_,9.58
_06922_,9.58
_10713_,9.58
_11426_,9.58
_11534_,9.58
_12765_,9.58
_13955_,9.58
_14234_,9.58
_03934_,9.57
_12796_,9.56
_14111_,9.56
cpuregs\[17\]\[11\],9.56
_09184_,9.55
_00875_,9.54
_01714_,9.54
_03428_,9.54
_04374_,9.54
_07373_,9.54
_12581_,9.54
_13604_,9.54
_13701_,9.54
_14347_,9.54
_14568_,9.54
_01839_,9.52
_03381_,9.52
_04104_,9.52
_06752_,9.52
_07304_,9.52
_07667_,9.52
_08116_,9.52
_10204_,9.52
_12699_,9.52
cpuregs\[19\]\[17\],9.52
_01114_,9.515
_02346_,9.5
_02583_,9.5
_04361_,9.5
_12019_,9.5
_13990_,9.5
cpuregs\[2\]\[13\],9.5
_00633_,9.48
_02224_,9.48
_02349_,9.48
_02452_,9.48
_02565_,9.48
_04628_,9.48
_06515_,9.48
_09663_,9.48
_09901_,9.48
_11553_,9.48
_11926_,9.48
_11975_,9.48
_13550_,9.48
_14011_,9.48
_14439_,9.48
_00907_,9.465
_03048_,9.46
_03935_,9.46
_04056_,9.46
_10730_,9.46
_12051_,9.46
_12202_,9.46
_13328_,9.46
_00038_,9.445
_00432_,9.445
_01229_,9.445
_14595_,9.445
_01607_,9.44
_01753_,9.44
_03384_,9.44
_03617_,9.44
_03972_,9.44
_03984_,9.44
_10543_,9.44
_14017_,9.44
_14298_,9.44
alu_add_sub\[30\],9.44
cpuregs\[9\]\[2\],9.44
